,counter,phi,theta,psi,accel_x,accel_y,accel_z,gps_x,gps_y,gps_z,height,ultrasound,opticflow_vx,opticflow_vy
1253,1253,-378,432,-1916,124,203,129,392433215,30035929,500219827,1.050781,3241,-19.552221,91.43821
1254,1254,-378,432,-1916,124,203,129,392433215,30035929,500219827,1.050781,3241,-19.552221,91.43821
1255,1255,-382,438,-1902,99,85,-180,392433212,30035926,500219829,1.046875,3237,0.0,109.101395
1256,1256,-382,438,-1902,99,85,-180,392433212,30035926,500219829,1.046875,3237,0.0,109.101395
1257,1257,-382,438,-1902,99,85,-180,392433212,30035926,500219829,1.046875,3237,0.0,109.101395
1258,1258,-345,452,-1881,234,52,-33,392433210,30035924,500219830,1.042969,3223,-21.83145,99.026703
1259,1259,-345,452,-1881,234,52,-33,392433210,30035924,500219830,1.042969,3223,-21.83145,99.026703
1260,1260,-345,452,-1881,234,52,-33,392433210,30035924,500219830,1.042969,3223,-21.83145,99.026703
1261,1261,-347,485,-1894,215,-18,115,392433207,30035922,500219832,1.039062,3217,-12.788255,94.430122
1262,1262,-347,485,-1894,215,-18,115,392433207,30035922,500219832,1.039062,3217,-12.788255,94.430122
1263,1263,-347,485,-1894,215,-18,115,392433207,30035922,500219832,1.039062,3217,-12.788255,94.430122
1264,1264,-334,495,-1926,322,-50,-57,392433204,30035919,500219835,1.039062,3223,-28.946165,111.620941
1265,1265,-334,495,-1926,322,-50,-57,392433204,30035919,500219835,1.039062,3223,-28.946165,111.620941
1266,1266,-334,495,-1926,322,-50,-57,392433204,30035919,500219835,1.039062,3223,-28.946165,111.620941
1267,1267,-318,520,-1991,54,114,-181,392433201,30035916,500219837,1.035156,3239,-28.55167,105.414612
1268,1268,-318,520,-1991,54,114,-181,392433201,30035916,500219837,1.035156,3239,-28.55167,105.414612
1269,1269,-318,520,-1991,54,114,-181,392433201,30035916,500219837,1.035156,3239,-28.55167,105.414612
1270,1270,-292,541,-2084,-275,559,-52,392433198,30035913,500219840,1.039062,3217,-10.670577,-11.03101
1271,1271,-292,541,-2084,-275,559,-52,392433198,30035913,500219840,1.039062,3217,-10.670577,-11.03101
1272,1272,-292,541,-2084,-275,559,-52,392433198,30035913,500219840,1.039062,3217,-10.670577,-11.03101
1273,1273,-379,522,-2204,-603,294,-412,392433195,30035910,500219843,1.039062,35980,10.661446,11.021569
1274,1274,-379,522,-2204,-603,294,-412,392433195,30035910,500219843,1.039062,35980,10.661446,11.021569
1275,1275,-379,522,-2204,-603,294,-412,392433195,30035910,500219843,1.039062,35980,10.661446,11.021569
1276,1276,-392,504,-2341,-237,100,10,392433193,30035909,500219844,1.046875,3238,8.518198,28.304764
1277,1277,-392,504,-2341,-237,100,10,392433193,30035909,500219844,1.046875,3238,8.518198,28.304764
1278,1278,-392,504,-2341,-237,100,10,392433193,30035909,500219844,1.046875,3238,8.518198,28.304764
1279,1279,-385,503,-2456,-615,35,306,392433191,30035907,500219847,1.042969,36031,0.0,86.443619
1280,1280,-385,503,-2456,-615,35,306,392433191,30035907,500219847,1.042969,36031,0.0,86.443619
1281,1281,-385,503,-2456,-615,35,306,392433191,30035907,500219847,1.042969,36031,0.0,86.443619
1282,1282,-397,515,-2600,-930,64,354,392433188,30035904,500219848,1.046875,3259,0.0,86.698517
1283,1283,-397,515,-2600,-930,64,354,392433188,30035904,500219848,1.046875,3259,0.0,86.698517
1284,1284,-397,515,-2600,-930,64,354,392433188,30035904,500219848,1.046875,3259,0.0,86.698517
1285,1285,-423,500,-2797,-784,280,91,392433186,30035902,500219850,1.039062,36041,-19.765907,65.679306
1286,1286,-423,500,-2797,-784,280,91,392433186,30035902,500219850,1.039062,36041,-19.765907,65.679306
1287,1287,-423,500,-2797,-784,280,91,392433186,30035902,500219850,1.039062,36041,-19.765907,65.679306
1288,1288,-440,460,-3053,-572,70,-93,392433185,30035900,500219850,1.035156,3261,-13.078647,72.430817
1289,1289,-440,460,-3053,-572,70,-93,392433185,30035900,500219850,1.035156,3261,-13.078647,72.430817
1290,1290,-440,460,-3053,-572,70,-93,392433185,30035900,500219850,1.035156,3261,-13.078647,72.430817
1291,1291,-451,441,-3414,-633,13,-240,392433184,30035898,500219850,1.03125,36038,-39.992062,34.452431
1292,1292,-451,441,-3414,-633,13,-240,392433184,30035898,500219850,1.03125,36038,-39.992062,34.452431
1293,1293,-451,441,-3414,-633,13,-240,392433184,30035898,500219850,1.03125,36038,-39.992062,34.452431
1294,1294,-522,456,-3908,-753,-49,-239,392433184,30035896,500219850,1.027344,3204,-64.105644,26.035044
1295,1295,-522,456,-3908,-753,-49,-239,392433184,30035896,500219850,1.027344,3204,-64.105644,26.035044
1296,1296,-522,456,-3908,-753,-49,-239,392433184,30035896,500219850,1.027344,3204,-64.105644,26.035044
1297,1297,-550,452,-4441,-229,62,-332,392433184,30035894,500219850,1.027344,35992,-54.233654,7.067087
1298,1298,-550,452,-4441,-229,62,-332,392433184,30035894,500219850,1.027344,35992,-54.233654,7.067087
1299,1299,-550,452,-4441,-229,62,-332,392433184,30035894,500219850,1.027344,35992,-54.233654,7.067087
1300,1300,-526,483,-4996,282,338,-162,392433185,30035892,500219849,1.027344,3227,-62.331787,36.336784
1301,1301,-526,483,-4996,282,338,-162,392433185,30035892,500219849,1.027344,3227,-62.331787,36.336784
1302,1302,-526,483,-4996,282,338,-162,392433185,30035892,500219849,1.027344,3227,-62.331787,36.336784
1303,1303,-610,534,-5574,390,518,-123,392433186,30035891,500219849,1.023438,3196,-72.965378,21.082924
1304,1304,-610,534,-5574,390,518,-123,392433186,30035891,500219849,1.023438,3196,-72.965378,21.082924
1305,1305,-610,534,-5574,390,518,-123,392433186,30035891,500219849,1.023438,3196,-72.965378,21.082924
1306,1306,-694,526,-6136,170,66,159,392433187,30035890,500219849,1.035156,3219,-57.325241,23.5165
1307,1307,-694,526,-6136,170,66,159,392433187,30035890,500219849,1.035156,3219,-57.325241,23.5165
1308,1308,-694,526,-6136,170,66,159,392433187,30035890,500219849,1.035156,3219,-57.325241,23.5165
1309,1309,-692,488,-6577,216,-19,-81,392433188,30035888,500219849,1.042969,36048,-6.522887,28.899504
1310,1310,-692,488,-6577,216,-19,-81,392433188,30035888,500219849,1.042969,36048,-6.522887,28.899504
1311,1311,-692,488,-6577,216,-19,-81,392433188,30035888,500219849,1.042969,36048,-6.522887,28.899504
1312,1312,-747,462,-6982,-341,-23,-165,392433188,30035886,500219849,1.042969,3269,0.0,14.55292
1313,1313,-747,462,-6982,-341,-23,-165,392433188,30035886,500219849,1.042969,3269,0.0,14.55292
1314,1314,-774,432,-7391,-141,-374,-17,392433189,30035885,500219849,1.046875,3280,-6.574938,24.275097
1315,1315,-774,432,-7391,-141,-374,-17,392433189,30035885,500219849,1.046875,3280,-6.574938,24.275097
1316,1316,-774,432,-7391,-141,-374,-17,392433189,30035885,500219849,1.046875,3280,-6.574938,24.275097
1317,1317,-842,422,-7708,-290,-139,330,392433190,30035883,500219849,1.050781,3301,-52.950169,48.873863
1318,1318,-842,422,-7708,-290,-139,330,392433190,30035883,500219849,1.050781,3301,-52.950169,48.873863
1319,1319,-842,422,-7708,-290,-139,330,392433190,30035883,500219849,1.050781,3301,-52.950169,48.873863
1320,1320,-806,410,-7905,-336,-217,260,392433192,30035881,500219848,1.054688,3306,-36.568985,63.825298
1321,1321,-806,410,-7905,-336,-217,260,392433192,30035881,500219848,1.054688,3306,-36.568985,63.825298
1322,1322,-806,410,-7905,-336,-217,260,392433192,30035881,500219848,1.054688,3306,-36.568985,63.825298
1323,1323,-789,421,-8085,-452,-13,-7,392433194,30035879,500219847,1.054688,3301,-93.084679,66.280113
1324,1324,-789,421,-8085,-452,-13,-7,392433194,30035879,500219847,1.054688,3301,-93.084679,66.280113
1325,1325,-789,421,-8085,-452,-13,-7,392433194,30035879,500219847,1.054688,3301,-93.084679,66.280113
1326,1326,-752,440,-8257,17,-5,101,392433196,30035876,500219845,1.054688,3286,-82.597664,78.06871
1327,1327,-752,440,-8257,17,-5,101,392433196,30035876,500219845,1.054688,3286,-82.597664,78.06871
1328,1328,-752,440,-8257,17,-5,101,392433196,30035876,500219845,1.054688,3286,-82.597664,78.06871
1329,1329,-737,454,-8414,197,78,-299,392433198,30035874,500219843,1.050781,3274,-54.768326,-4.852997
1330,1330,-737,454,-8414,197,78,-299,392433198,30035874,500219843,1.050781,3274,-54.768326,-4.852997
1331,1331,-737,454,-8414,197,78,-299,392433198,30035874,500219843,1.050781,3274,-54.768326,-4.852997
1332,1332,-705,494,-8547,591,-166,23,392433201,30035871,500219840,1.046875,3262,-68.63414,82.053879
1333,1333,-705,494,-8547,591,-166,23,392433201,30035871,500219840,1.046875,3262,-68.63414,82.053879
1334,1334,-705,494,-8547,591,-166,23,392433201,30035871,500219840,1.046875,3262,-68.63414,82.053879
1335,1335,-718,530,-8640,699,-23,-132,392433203,30035868,500219838,1.042969,3249,-82.519127,96.210304
1336,1336,-718,530,-8640,699,-23,-132,392433203,30035868,500219838,1.042969,3249,-82.519127,96.210304
1337,1337,-718,530,-8640,699,-23,-132,392433203,30035868,500219838,1.042969,3249,-82.519127,96.210304
1338,1338,-723,554,-8700,401,-56,-121,392433205,30035865,500219837,1.039062,3246,-45.43008,68.689758
1339,1339,-723,554,-8700,401,-56,-121,392433205,30035865,500219837,1.039062,3246,-45.43008,68.689758
1340,1340,-723,554,-8700,401,-56,-121,392433205,30035865,500219837,1.039062,3246,-45.43008,68.689758
1341,1341,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1342,1342,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1343,1343,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1344,1344,-729,584,-8759,230,131,-81,392433207,30035862,500219835,1.039062,3244,-17.277475,65.3843
1345,1345,-667,607,-8792,212,139,-215,392433210,30035859,500219834,1.039062,3235,-11.33355,-40.648655
1346,1346,-667,607,-8792,212,139,-215,392433210,30035859,500219834,1.039062,3235,-11.33355,-40.648655
1347,1347,-667,607,-8792,212,139,-215,392433210,30035859,500219834,1.039062,3235,-11.33355,-40.648655
1348,1348,-614,627,-8813,236,-134,-18,392433212,30035856,500219832,1.039062,3239,27.096964,-18.103155
1349,1349,-614,627,-8813,236,-134,-18,392433212,30035856,500219832,1.039062,3239,27.096964,-18.103155
1350,1350,-614,627,-8813,236,-134,-18,392433212,30035856,500219832,1.039062,3239,27.096964,-18.103155
1351,1351,-592,652,-8840,300,-58,235,392433214,30035853,500219830,1.035156,3235,9.693924,-25.053419
1352,1352,-592,652,-8840,300,-58,235,392433214,30035853,500219830,1.035156,3235,9.693924,-25.053419
1353,1353,-592,652,-8840,300,-58,235,392433214,30035853,500219830,1.035156,3235,9.693924,-25.053419
1354,1354,-607,648,-8891,460,693,-330,392433216,30035850,500219829,1.035156,3230,-8.602211,112.747711
1355,1355,-607,648,-8891,460,693,-330,392433216,30035850,500219829,1.035156,3230,-8.602211,112.747711
1356,1356,-607,648,-8891,460,693,-330,392433216,30035850,500219829,1.035156,3230,-8.602211,112.747711
1357,1357,-599,635,-8998,395,775,-221,392433219,30035847,500219827,1.03125,3217,-38.627766,118.84684
1358,1358,-599,635,-8998,395,775,-221,392433219,30035847,500219827,1.03125,3217,-38.627766,118.84684
1359,1359,-599,635,-8998,395,775,-221,392433219,30035847,500219827,1.03125,3217,-38.627766,118.84684
1360,1360,-477,602,-9085,1050,72,321,392433221,30035845,500219825,1.035156,3229,27.9097,91.947327
1361,1361,-477,602,-9085,1050,72,321,392433221,30035845,500219825,1.035156,3229,27.9097,91.947327
1362,1362,-477,602,-9085,1050,72,321,392433221,30035845,500219825,1.035156,3229,27.9097,91.947327
1363,1363,-426,578,-9159,977,159,211,392433222,30035843,500219824,1.03125,3212,-32.121311,74.318878
1364,1364,-426,578,-9159,977,159,211,392433222,30035843,500219824,1.03125,3212,-32.121311,74.318878
1365,1365,-426,578,-9159,977,159,211,392433222,30035843,500219824,1.03125,3212,-32.121311,74.318878
1366,1366,-453,529,-9202,544,387,-66,392433223,30035841,500219823,1.03125,3200,-33.999737,39.227886
1367,1367,-453,529,-9202,544,387,-66,392433223,30035841,500219823,1.03125,3200,-33.999737,39.227886
1368,1368,-453,529,-9202,544,387,-66,392433223,30035841,500219823,1.03125,3200,-33.999737,39.227886
1369,1369,-371,478,-9254,234,84,473,392433223,30035840,500219822,1.027344,3179,47.380646,39.651344
1370,1370,-371,478,-9254,234,84,473,392433223,30035840,500219822,1.027344,3179,47.380646,39.651344
1371,1371,-440,423,-9385,114,340,-439,392433223,30035838,500219821,1.015625,3158,-47.051903,39.376228
1372,1372,-440,423,-9385,114,340,-439,392433223,30035838,500219821,1.015625,3158,-47.051903,39.376228
1373,1373,-440,423,-9385,114,340,-439,392433223,30035838,500219821,1.015625,3158,-47.051903,39.376228
1374,1374,-504,375,-9557,524,249,-708,392433223,30035837,500219820,1.003906,3130,47.698441,36.752502
1375,1375,-504,375,-9557,524,249,-708,392433223,30035837,500219820,1.003906,3130,47.698441,36.752502
1376,1376,-504,375,-9557,524,249,-708,392433223,30035837,500219820,1.003906,3130,47.698441,36.752502
1377,1377,-544,330,-9715,64,-101,-41,392433223,30035836,500219820,1.0,3106,9.180258,18.076857
1378,1378,-544,330,-9715,64,-101,-41,392433223,30035836,500219820,1.0,3106,9.180258,18.076857
1379,1379,-544,330,-9715,64,-101,-41,392433223,30035836,500219820,1.0,3106,9.180258,18.076857
1380,1380,-544,334,-9902,117,-142,-129,392433224,30035835,500219819,0.996094,3085,9.081633,11.176659
1381,1381,-544,334,-9902,117,-142,-129,392433224,30035835,500219819,0.996094,3085,9.081633,11.176659
1382,1382,-544,334,-9902,117,-142,-129,392433224,30035835,500219819,0.996094,3085,9.081633,11.176659
1383,1383,-594,349,-10134,151,399,-377,392433225,30035834,500219819,1.0,3076,-6.024287,26.690472
1384,1384,-594,349,-10134,151,399,-377,392433225,30035834,500219819,1.0,3076,-6.024287,26.690472
1385,1385,-594,349,-10134,151,399,-377,392433225,30035834,500219819,1.0,3076,-6.024287,26.690472
1386,1386,-620,357,-10474,123,188,-106,392433225,30035834,500219818,1.003906,3079,-6.013328,28.862078
1387,1387,-620,357,-10474,123,188,-106,392433225,30035834,500219818,1.003906,3079,-6.013328,28.862078
1388,1388,-620,357,-10474,123,188,-106,392433225,30035834,500219818,1.003906,3079,-6.013328,28.862078
1389,1389,-661,381,-10966,191,-134,-103,392433226,30035833,500219818,1.003906,3087,-66.417831,13.375577
1390,1390,-661,381,-10966,191,-134,-103,392433226,30035833,500219818,1.003906,3087,-66.417831,13.375577
1391,1391,-661,381,-10966,191,-134,-103,392433226,30035833,500219818,1.003906,3087,-66.417831,13.375577
1392,1392,-709,428,-11554,67,-271,75,392433227,30035833,500219818,1.007812,3099,-48.479206,20.136192
1393,1393,-709,428,-11554,67,-271,75,392433227,30035833,500219818,1.007812,3099,-48.479206,20.136192
1394,1394,-709,428,-11554,67,-271,75,392433227,30035833,500219818,1.007812,3099,-48.479206,20.136192
1395,1395,-693,482,-12149,655,26,179,392433228,30035832,500219817,1.007812,3108,0.0,24.73329
1396,1396,-693,482,-12149,655,26,179,392433228,30035832,500219817,1.007812,3108,0.0,24.73329
1397,1397,-693,482,-12149,655,26,179,392433228,30035832,500219817,1.007812,3108,0.0,24.73329
1398,1398,-682,482,-12734,538,44,-205,392433228,30035831,500219817,1.007812,3110,18.319422,9.018199
1399,1399,-682,482,-12734,538,44,-205,392433228,30035831,500219817,1.007812,3110,18.319422,9.018199
1400,1400,-682,482,-12734,538,44,-205,392433228,30035831,500219817,1.007812,3110,18.319422,9.018199
1401,1401,-621,461,12512,449,110,-488,392433229,30035831,500219817,1.011719,3110,-12.212948,9.018199
1402,1402,-621,461,12512,449,110,-488,392433229,30035831,500219817,1.011719,3110,-12.212948,9.018199
1403,1403,-621,461,12512,449,110,-488,392433229,30035831,500219817,1.011719,3110,-12.212948,9.018199
1404,1404,-598,472,12046,355,244,-394,392433229,30035831,500219817,1.011719,3119,-30.587158,4.517191
1405,1405,-598,472,12046,355,244,-394,392433229,30035831,500219817,1.011719,3119,-30.587158,4.517191
1406,1406,-598,472,12046,355,244,-394,392433229,30035831,500219817,1.011719,3119,-30.587158,4.517191
1407,1407,-614,486,11623,217,238,-27,392433229,30035831,500219818,1.015625,3139,-24.623142,0.0
1408,1408,-614,486,11623,217,238,-27,392433229,30035831,500219818,1.015625,3139,-24.623142,0.0
1409,1409,-614,486,11623,217,238,-27,392433229,30035831,500219818,1.015625,3139,-24.623142,0.0
1410,1410,-577,518,11295,207,-49,25,392433229,30035831,500219818,1.019531,3165,-31.066584,-50.467926
1411,1411,-577,518,11295,207,-49,25,392433229,30035831,500219818,1.019531,3165,-31.066584,-50.467926
1412,1412,-577,518,11295,207,-49,25,392433229,30035831,500219818,1.019531,3165,-31.066584,-50.467926
1413,1413,-517,561,10999,196,-432,251,392433229,30035832,500219819,1.027344,3198,-81.877159,16.277464
1414,1414,-517,561,10999,196,-432,251,392433229,30035832,500219819,1.027344,3198,-81.877159,16.277464
1415,1415,-517,561,10999,196,-432,251,392433229,30035832,500219819,1.027344,3198,-81.877159,16.277464
1416,1416,-541,531,10826,-450,-13,635,392433229,30035833,500219819,1.03125,3212,-48.284702,9.507747
1417,1417,-541,531,10826,-450,-13,635,392433229,30035833,500219819,1.03125,3212,-48.284702,9.507747
1418,1418,-541,531,10826,-450,-13,635,392433229,30035833,500219819,1.03125,3212,-48.284702,9.507747
1419,1419,-502,509,10740,-283,-672,180,392433228,30035834,500219819,1.023438,3186,0.0,42.184052
1420,1420,-502,509,10740,-283,-672,180,392433228,30035834,500219819,1.023438,3186,0.0,42.184052
1421,1421,-502,509,10740,-283,-672,180,392433228,30035834,500219819,1.023438,3186,0.0,42.184052
1422,1422,-498,441,10737,-348,-225,-259,392433228,30035835,500219818,1.019531,3148,12.503341,64.628403
1423,1423,-498,441,10737,-348,-225,-259,392433228,30035835,500219818,1.019531,3148,12.503341,64.628403
1424,1424,-498,441,10737,-348,-225,-259,392433228,30035835,500219818,1.019531,3148,12.503341,64.628403
1425,1425,-440,403,10684,-927,-353,-75,392433228,30035836,500219817,1.011719,3118,30.861118,36.461197
1426,1426,-440,403,10684,-927,-353,-75,392433228,30035836,500219817,1.011719,3118,30.861118,36.461197
1427,1427,-440,403,10684,-927,-353,-75,392433228,30035836,500219817,1.011719,3118,30.861118,36.461197
1428,1428,-501,346,10558,-583,-278,-1292,392433228,30035837,500219816,1.003906,35850,-12.158157,71.82193
1429,1429,-501,346,10558,-583,-278,-1292,392433228,30035837,500219816,1.003906,35850,-12.158157,71.82193
1430,1430,-501,346,10558,-583,-278,-1292,392433228,30035837,500219816,1.003906,35850,-12.158157,71.82193
1431,1431,-462,375,10459,-466,-565,58,392433230,30035838,500219814,1.0,3121,42.246719,22.282516
1432,1432,-462,375,10459,-466,-565,58,392433230,30035838,500219814,1.0,3121,42.246719,22.282516
1433,1433,-462,375,10459,-466,-565,58,392433230,30035838,500219814,1.0,3121,42.246719,22.282516
1434,1434,-474,405,10392,-255,-213,170,392433232,30035839,500219813,1.003906,35885,12.191031,45.010075
1435,1435,-474,405,10392,-255,-213,170,392433232,30035839,500219813,1.003906,35885,12.191031,45.010075
1436,1436,-474,405,10392,-255,-213,170,392433232,30035839,500219813,1.003906,35885,12.191031,45.010075
1437,1437,-487,426,10369,226,-24,163,392433234,30035841,500219811,1.003906,3086,32.377918,84.765694
1438,1438,-487,426,10369,226,-24,163,392433234,30035841,500219811,1.003906,3086,32.377918,84.765694
1439,1439,-487,426,10369,226,-24,163,392433234,30035841,500219811,1.003906,3086,32.377918,84.765694
1440,1440,-467,424,10379,113,205,2,392433236,30035842,500219809,1.003906,35872,33.269188,78.165817
1441,1441,-467,424,10379,113,205,2,392433236,30035842,500219809,1.003906,35872,33.269188,78.165817
1442,1442,-467,424,10379,113,205,2,392433236,30035842,500219809,1.003906,35872,33.269188,78.165817
1443,1443,-480,432,10362,327,-84,-58,392433238,30035844,500219808,1.0,3142,9.311755,82.511055
1444,1444,-480,432,10362,327,-84,-58,392433238,30035844,500219808,1.0,3142,9.311755,82.511055
1445,1445,-480,432,10362,327,-84,-58,392433238,30035844,500219808,1.0,3142,9.311755,82.511055
1446,1446,-454,424,10387,102,-100,-84,392433240,30035846,500219806,0.996094,35840,21.832901,71.396088
1447,1447,-454,424,10387,102,-100,-84,392433240,30035846,500219806,0.996094,35840,21.832901,71.396088
1448,1448,-454,424,10387,102,-100,-84,392433240,30035846,500219806,0.996094,35840,21.832901,71.396088
1449,1449,-405,419,10441,-104,-389,-106,392433241,30035847,500219805,0.996094,3068,18.048204,77.740997
1450,1450,-405,419,10441,-104,-389,-106,392433241,30035847,500219805,0.996094,3068,18.048204,77.740997
1451,1451,-405,419,10441,-104,-389,-106,392433241,30035847,500219805,0.996094,3068,18.048204,77.740997
1452,1452,-419,426,10478,-24,-82,-407,392433243,30035849,500219803,1.0,35831,0.0,72.631088
1453,1453,-419,426,10478,-24,-82,-407,392433243,30035849,500219803,1.0,35831,0.0,72.631088
1454,1454,-419,426,10478,-24,-82,-407,392433243,30035849,500219803,1.0,35831,0.0,72.631088
1455,1455,-384,450,10514,-313,-139,-54,392433245,30035852,500219802,1.0,3066,-5.972235,79.37957
1456,1456,-384,450,10514,-313,-139,-54,392433245,30035852,500219802,1.0,3066,-5.972235,79.37957
1457,1457,-384,450,10514,-313,-139,-54,392433245,30035852,500219802,1.0,3066,-5.972235,79.37957
1458,1458,-376,505,10538,-455,-172,-13,392433247,30035854,500219800,1.003906,2961,0.0,71.930145
1459,1459,-376,505,10538,-455,-172,-13,392433247,30035854,500219800,1.003906,2961,0.0,71.930145
1460,1460,-376,505,10538,-455,-172,-13,392433247,30035854,500219800,1.003906,2961,0.0,71.930145
1461,1461,-367,564,10577,-76,-373,264,392433250,30035857,500219798,1.007812,3001,-34.206116,9.822649
1462,1462,-367,564,10577,-76,-373,264,392433250,30035857,500219798,1.007812,3001,-34.206116,9.822649
1463,1463,-367,564,10577,-76,-373,264,392433250,30035857,500219798,1.007812,3001,-34.206116,9.822649
1464,1464,-359,565,10653,161,-337,146,392433252,30035860,500219796,1.007812,3056,16.232792,46.447708
1465,1465,-359,565,10653,161,-337,146,392433252,30035860,500219796,1.007812,3056,16.232792,46.447708
1466,1466,-359,565,10653,161,-337,146,392433252,30035860,500219796,1.007812,3056,16.232792,46.447708
1467,1467,-397,487,10714,58,-167,-646,392433255,30035862,500219794,1.003906,3110,0.0,114.646492
1468,1468,-397,487,10714,58,-167,-646,392433255,30035862,500219794,1.003906,3110,0.0,114.646492
1469,1469,-397,487,10714,58,-167,-646,392433255,30035862,500219794,1.003906,3110,0.0,114.646492
1470,1470,-424,469,10785,297,-4,-134,392433256,30035864,500219793,1.011719,3088,0.0,99.935181
1471,1471,-424,469,10785,297,-4,-134,392433256,30035864,500219793,1.011719,3088,0.0,99.935181
1472,1472,-424,469,10785,297,-4,-134,392433256,30035864,500219793,1.011719,3088,0.0,99.935181
1473,1473,-412,479,10830,273,-393,7,392433259,30035867,500219792,1.011719,3111,-21.324717,110.225121
1474,1474,-412,479,10830,273,-393,7,392433259,30035867,500219792,1.011719,3111,-21.324717,110.225121
1475,1475,-412,479,10830,273,-393,7,392433259,30035867,500219792,1.011719,3111,-21.324717,110.225121
1476,1476,-412,487,10819,426,-417,266,392433261,30035870,500219790,1.019531,35915,-28.893202,111.247368
1477,1477,-412,487,10819,426,-417,266,392433261,30035870,500219790,1.019531,35915,-28.893202,111.247368
1478,1478,-412,487,10819,426,-417,266,392433261,30035870,500219790,1.019531,35915,-28.893202,111.247368
1479,1479,-401,479,10820,-48,-278,202,392433264,30035873,500219789,1.019531,3130,-43.416508,89.308083
1480,1480,-401,479,10820,-48,-278,202,392433264,30035873,500219789,1.019531,3130,-43.416508,89.308083
1481,1481,-401,479,10820,-48,-278,202,392433264,30035873,500219789,1.019531,3130,-43.416508,89.308083
1482,1482,-369,486,10839,179,-569,158,392433266,30035876,500219787,1.027344,35933,-18.533108,91.23391
1483,1483,-369,486,10839,179,-569,158,392433266,30035876,500219787,1.027344,35933,-18.533108,91.23391
1484,1484,-369,486,10839,179,-569,158,392433266,30035876,500219787,1.027344,35933,-18.533108,91.23391
1485,1485,-366,463,10847,200,-186,-297,392433268,30035878,500219785,1.023438,3135,-18.648169,87.210312
1486,1486,-366,463,10847,200,-186,-297,392433268,30035878,500219785,1.023438,3135,-18.648169,87.210312
1487,1487,-366,463,10847,200,-186,-297,392433268,30035878,500219785,1.023438,3135,-18.648169,87.210312
1488,1488,-340,480,10808,-126,-235,287,392433270,30035880,500219784,1.023438,35901,12.322529,72.792915
1489,1489,-340,480,10808,-126,-235,287,392433270,30035880,500219784,1.023438,35901,12.322529,72.792915
1490,1490,-340,480,10808,-126,-235,287,392433270,30035880,500219784,1.023438,35901,12.322529,72.792915
1491,1491,-391,518,10732,13,-235,47,392433272,30035883,500219783,1.027344,3155,-21.679489,98.337402
1492,1492,-391,518,10732,13,-235,47,392433272,30035883,500219783,1.027344,3155,-21.679489,98.337402
1493,1493,-391,518,10732,13,-235,47,392433272,30035883,500219783,1.027344,3155,-21.679489,98.337402
1494,1494,-394,540,10692,-241,-341,-82,392433274,30035885,500219781,1.027344,35915,-18.607075,82.438232
1495,1495,-394,540,10692,-241,-341,-82,392433274,30035885,500219781,1.027344,35915,-18.607075,82.438232
1496,1496,-394,540,10692,-241,-341,-82,392433274,30035885,500219781,1.027344,35915,-18.607075,82.438232
1497,1497,-349,557,10678,-304,-418,-240,392433276,30035887,500219779,1.027344,3140,-24.388992,91.546509
1498,1498,-349,557,10678,-304,-418,-240,392433276,30035887,500219779,1.027344,3140,-24.388992,91.546509
1499,1499,-349,557,10678,-304,-418,-240,392433276,30035887,500219779,1.027344,3140,-24.388992,91.546509
1500,1500,-343,606,10635,27,-237,353,392433279,30035890,500219777,1.027344,35893,-2.04371,63.382278
1501,1501,-343,606,10635,27,-237,353,392433279,30035890,500219777,1.027344,35893,-2.04371,63.382278
1502,1502,-343,606,10635,27,-237,353,392433279,30035890,500219777,1.027344,35893,-2.04371,63.382278
1503,1503,-355,621,10563,333,-600,-310,392433281,30035892,500219775,1.027344,3002,-37.049778,95.75312
1504,1504,-355,621,10563,333,-600,-310,392433281,30035892,500219775,1.027344,3002,-37.049778,95.75312
1505,1505,-355,621,10563,333,-600,-310,392433281,30035892,500219775,1.027344,3002,-37.049778,95.75312
1506,1506,-393,605,10489,362,-611,-312,392433284,30035894,500219773,1.027344,3129,16.517706,44.213718
1507,1507,-393,605,10489,362,-611,-312,392433284,30035894,500219773,1.027344,3129,16.517706,44.213718
1508,1508,-393,605,10489,362,-611,-312,392433284,30035894,500219773,1.027344,3129,16.517706,44.213718
1509,1509,-398,572,10453,-171,-300,79,392433286,30035896,500219771,1.03125,3140,16.554232,84.03904
1510,1510,-398,572,10453,-171,-300,79,392433286,30035896,500219771,1.03125,3140,16.554232,84.03904
1511,1511,-398,572,10453,-171,-300,79,392433286,30035896,500219771,1.03125,3140,16.554232,84.03904
1512,1512,-347,528,10479,-116,-190,-39,392433289,30035898,500219769,1.035156,3159,33.532185,89.757179
1513,1513,-347,528,10479,-116,-190,-39,392433289,30035898,500219769,1.035156,3159,33.532185,89.757179
1514,1514,-347,528,10479,-116,-190,-39,392433289,30035898,500219769,1.035156,3159,33.532185,89.757179
1515,1515,-339,506,10502,106,-173,3,392433292,30035899,500219767,1.035156,3152,18.656387,94.902153
1516,1516,-339,506,10502,106,-173,3,392433292,30035899,500219767,1.035156,3152,18.656387,94.902153
